Unnamed: 0.1,Unnamed: 0,name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,movie_id,clean_title,imdb_id,description
689,0,The Big Lebowski,1998,R,1h 57min,Comedy; Crime; Sport; ,6 March 1998 (USA),8.1,705947,1225,https://www.imdb.com/title/tt0118715/reviews/_ajax?ref_=undefined&paginationKey=,689,the big lebowski,tt0118715,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
690,3,Warrior,2011,PG-13,2h 20min,Action; Drama; Sport; ,9 September 2011 (USA),8.2,424797,676,https://www.imdb.com/title/tt1291584/reviews/_ajax?ref_=undefined&paginationKey=,690,warrior,tt1291584,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
691,8,The Wrestler,2008,R,1h 49min,Drama; Sport; ,30 January 2009 (USA),7.9,285261,588,https://www.imdb.com/title/tt1125849/reviews/_ajax?ref_=undefined&paginationKey=,691,the wrestler,tt1125849,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
692,10,Creed,2015,PG-13,2h 13min,Drama; Sport; ,25 November 2015 (USA),7.6,240217,515,https://www.imdb.com/title/tt3076658/reviews/_ajax?ref_=undefined&paginationKey=,692,creed,tt3076658,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
693,11,Dodgeball,2004,PG-13,1h 32min,Comedy; Sport; ,18 June 2004 (USA),6.7,224256,406,https://www.imdb.com/title/tt0364725/reviews/_ajax?ref_=undefined&paginationKey=,693,dodgeball,tt0364725,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.
694,12,Southpaw,2015,R,2h 4min,Drama; Sport; ,24 July 2015 (USA),7.4,211731,343,https://www.imdb.com/title/tt1798684/reviews/_ajax?ref_=undefined&paginationKey=,694,southpaw,tt1798684,"After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career."
695,14,Happy Gilmore,1996,PG-13,1h 32min,Comedy; Sport; ,16 February 1996 (USA),7.0,191082,320,https://www.imdb.com/title/tt0116483/reviews/_ajax?ref_=undefined&paginationKey=,695,happy gilmore,tt0116483,"After his grandmother's house is repossessed by the IRS, a bad tempered hockey player takes his talents to golf to earn the big bucks and get his grandmothers house back."
696,15,Rocky II,1979,PG,1h 59min,Drama; Sport; ,15 June 1979 (USA),7.3,185752,218,https://www.imdb.com/title/tt0079817/reviews/_ajax?ref_=undefined&paginationKey=,696,rocky ii,tt0079817,"Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch."
697,16,Rocky IV,1985,PG,1h 31min,Drama; Sport; ,27 November 1985 (USA),6.9,181314,379,https://www.imdb.com/title/tt0089927/reviews/_ajax?ref_=undefined&paginationKey=,697,rocky iv,tt0089927,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-six, 261-pound fighter who has the backing of the Soviet Union."
698,17,Rocky III,1982,PG,1h 39min,Drama; Sport; ,28 May 1982 (USA),6.8,168581,243,https://www.imdb.com/title/tt0084602/reviews/_ajax?ref_=undefined&paginationKey=,698,rocky iii,tt0084602,"Rocky faces the ultimate challenge from a powerful new contender, and must turn to a former rival to help regain his throne as the undisputed fighting champion."
699,18,Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,1h 48min,Comedy; Sport; ,4 August 2006 (USA),6.6,163181,476,https://www.imdb.com/title/tt0415306/reviews/_ajax?ref_=undefined&paginationKey=,699,talladega nights: the ballad of ricky bobby,tt0415306,"Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test."
700,19,The Longest Yard,2005,PG-13,1h 53min,Comedy; Crime; Sport; ,27 May 2005 (USA),6.4,158464,336,https://www.imdb.com/title/tt0398165/reviews/_ajax?ref_=undefined&paginationKey=,700,the longest yard,tt0398165,Prison inmates form a football team to challenge the prison guards.
701,20,Blades of Glory,2007,PG-13,1h 33min,Comedy; Sport; ,30 March 2007 (USA),6.3,154489,268,https://www.imdb.com/title/tt0445934/reviews/_ajax?ref_=undefined&paginationKey=,701,blades of glory,tt0445934,"Two rival Olympic ice skaters, who have been permanently banned from the men's singles competition due to a feud, exploit a loophole that will allow them to qualify as a pairs team."
702,21,The Waterboy,1998,PG-13,1h 30min,Comedy; Sport; ,6 November 1998 (USA),6.1,145024,334,https://www.imdb.com/title/tt0120484/reviews/_ajax?ref_=undefined&paginationKey=,702,the waterboy,tt0120484,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
703,22,She's the Man,2006,PG-13,1h 45min,Comedy; Romance; Sport; ,17 March 2006 (USA),6.3,142831,292,https://www.imdb.com/title/tt0454945/reviews/_ajax?ref_=undefined&paginationKey=,703,she's the man,tt0454945,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles."
704,24,Green Street Hooligans,2005,R,1h 49min,Crime; Drama; Sport; ,9 September 2005 (UK),7.5,139282,402,https://www.imdb.com/title/tt0385002/reviews/_ajax?ref_=undefined&paginationKey=,704,green street hooligans,tt0385002,"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism."
705,26,Rocky V,1990,PG-13,1h 44min,Drama; Sport; ,16 November 1990 (USA),5.3,123555,305,https://www.imdb.com/title/tt0100507/reviews/_ajax?ref_=undefined&paginationKey=,705,rocky v,tt0100507,"Reluctantly retired from fighting, Rocky takes charge of Mickey's gym and agrees to train a young protégé who's hungry for success."
706,28,Any Given Sunday,1999,R,2h 42min,Drama; Sport; ,22 December 1999 (USA),6.9,110159,466,https://www.imdb.com/title/tt0146838/reviews/_ajax?ref_=undefined&paginationKey=,706,any given sunday,tt0146838,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.
707,29,Caddyshack,1980,R,1h 38min,Comedy; Sport; ,25 July 1980 (USA),7.3,102192,285,https://www.imdb.com/title/tt0080487/reviews/_ajax?ref_=undefined&paginationKey=,707,caddyshack,tt0080487,An exclusive golf course has to deal with a flatulent new member and a destructive dancing gopher.
708,30,Creed II,2018,PG-13,2h 10min,Drama; Sport; ,21 November 2018 (USA),7.1,97820,764,https://www.imdb.com/title/tt6343314/reviews/_ajax?ref_=undefined&paginationKey=,708,creed ii,tt6343314,"Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago."
709,31,Never Back Down,2008,PG-13,1h 53min,Action; Drama; Sport; ,14 March 2008 (USA),6.6,94170,190,https://www.imdb.com/title/tt1023111/reviews/_ajax?ref_=undefined&paginationKey=,709,never back down,tt1023111,"A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club, and meets a classmate who begins to coerce him into fighting."
710,32,Ali,2001,R,2h 37min,Biography; Drama; Sport; ,25 December 2001 (USA),6.8,91667,391,https://www.imdb.com/title/tt0248667/reviews/_ajax?ref_=undefined&paginationKey=,710,ali,tt0248667,"A biography of sports legend Muhammad Ali, focusing on his triumphs and controversies between 1964 and 1974."
711,33,The Hurricane,1999,R,2h 26min,Biography; Drama; Sport; ,14 January 2000 (USA),7.6,89663,280,https://www.imdb.com/title/tt0174856/reviews/_ajax?ref_=undefined&paginationKey=,711,the hurricane,tt0174856,"The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence."
712,34,Bring It On,2000,PG-13,1h 38min,Comedy; Romance; Sport; ,25 August 2000 (USA),6.0,84978,386,https://www.imdb.com/title/tt0204946/reviews/_ajax?ref_=undefined&paginationKey=,712,bring it on,tt0204946,A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.
713,35,Here Comes the Boom,2012,PG,1h 45min,Action; Comedy; Sport; ,12 October 2012 (USA),6.4,84309,134,https://www.imdb.com/title/tt1648179/reviews/_ajax?ref_=undefined&paginationKey=,713,here comes the boom,tt1648179,A high-school biology teacher looks to become a successful mixed martial arts fighter in an effort to raise money to prevent extracurricular activities from being axed at his cash-strapped school.
714,36,Concussion,2015,PG-13,2h 3min,Biography; Drama; Sport; ,25 December 2015 (USA),7.1,83455,194,https://www.imdb.com/title/tt3322364/reviews/_ajax?ref_=undefined&paginationKey=,714,concussion,tt3322364,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play."
715,37,Goon,2011,R,1h 32min,Comedy; Drama; Sport; ,24 February 2012 (Canada),6.8,82574,165,https://www.imdb.com/title/tt1456635/reviews/_ajax?ref_=undefined&paginationKey=,715,goon,tt1456635,"Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way."
716,38,42,2013,PG-13,2h 8min,Biography; Drama; Sport; ,12 April 2013 (USA),7.5,81640,242,https://www.imdb.com/title/tt0453562/reviews/_ajax?ref_=undefined&paginationKey=,716,42,tt0453562,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process."
717,39,Nacho Libre,2006,PG,1h 32min,Comedy; Sport; ,16 June 2006 (USA),5.7,79678,487,https://www.imdb.com/title/tt0457510/reviews/_ajax?ref_=undefined&paginationKey=,717,nacho libre,tt0457510,"Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler)."
718,40,Semi-Pro,2008,R,1h 31min,Comedy; Sport; ,29 February 2008 (USA),5.8,77162,129,https://www.imdb.com/title/tt0839980/reviews/_ajax?ref_=undefined&paginationKey=,718,semi-pro,tt0839980,"Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come true."
719,41,Days of Thunder,1990,PG-13,1h 47min,Action; Drama; Sport; ,27 June 1990 (USA),6.0,76691,129,https://www.imdb.com/title/tt0099371/reviews/_ajax?ref_=undefined&paginationKey=,719,days of thunder,tt0099371,A young hot-shot stock car driver gets his chance to compete at the top level.
720,42,Kingpin,1996,PG-13,1h 54min,Comedy; Sport; ,26 July 1996 (USA),6.9,75490,209,https://www.imdb.com/title/tt0116778/reviews/_ajax?ref_=undefined&paginationKey=,720,kingpin,tt0116778,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches."
721,43,Hot Rod,2007,PG-13,1h 28min,Comedy; Sport; ,3 August 2007 (USA),6.7,74811,194,https://www.imdb.com/title/tt0787475/reviews/_ajax?ref_=undefined&paginationKey=,721,hot rod,tt0787475,Self-proclaimed stuntman Rod Kimble is preparing for the jump of his life - to clear fifteen buses to raise money for his abusive stepfather Frank's life-saving heart operation.
722,44,The Hustler,1961,Not Rated,2h 14min,Drama; Sport; ,25 September 1961 (USA),8.0,73604,203,https://www.imdb.com/title/tt0054997/reviews/_ajax?ref_=undefined&paginationKey=,722,the hustler,tt0054997,An up-and-coming pool player plays a long-time champion in a single high-stakes match.
723,45,The Color of Money,1986,R,1h 59min,Drama; Sport; ,17 October 1986 (USA),7.0,72250,140,https://www.imdb.com/title/tt0090863/reviews/_ajax?ref_=undefined&paginationKey=,723,the color of money,tt0090863,"Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback."
724,46,Chak de! India,2007,Not Rated,2h 33min,Drama; Sport; ,10 August 2007 (India),8.2,71335,112,https://www.imdb.com/title/tt0871510/reviews/_ajax?ref_=undefined&paginationKey=,724,chak de! india,tt0871510,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds."
725,47,Seabiscuit,2003,PG-13,2h 20min,Drama; History; Sport; ,25 July 2003 (USA),7.3,65167,468,https://www.imdb.com/title/tt0329575/reviews/_ajax?ref_=undefined&paginationKey=,725,seabiscuit,tt0329575,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.
726,48,"Run, Fat Boy, Run",2007,PG-13,1h 40min,Comedy; Romance; Sport; ,28 March 2008 (USA),6.6,64800,151,https://www.imdb.com/title/tt0425413/reviews/_ajax?ref_=undefined&paginationKey=,726,"run, fat boy, run",tt0425413,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back."
727,49,Invincible,2006,PG,1h 45min,Biography; Drama; Sport; ,25 August 2006 (USA),7.1,64317,159,https://www.imdb.com/title/tt0445990/reviews/_ajax?ref_=undefined&paginationKey=,727,invincible,tt0445990,"Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976."
728,50,Whip It,2009,PG-13,1h 51min,Drama; Sport; ,2 October 2009 (USA),6.9,62820,129,https://www.imdb.com/title/tt1172233/reviews/_ajax?ref_=undefined&paginationKey=,728,whip it,tt1172233,"In Bodeen, Texas, an indie-rock-loving misfit finds a way of dealing with small-town misery after discovering a roller derby league in nearby Austin."
729,51,Children of Heaven,1997,PG,1h 29min,Drama; Sport; ,22 January 1999 (USA),8.3,61338,183,https://www.imdb.com/title/tt0118849/reviews/_ajax?ref_=undefined&paginationKey=,729,children of heaven,tt0118849,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair."
730,52,Major League,1989,R,1h 47min,Comedy; Sport; ,7 April 1989 (USA),7.2,60362,120,https://www.imdb.com/title/tt0097815/reviews/_ajax?ref_=undefined&paginationKey=,730,major league,tt0097815,"The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her."
731,53,Trouble with the Curve,2012,PG-13,1h 51min,Drama; Sport; ,21 September 2012 (USA),6.8,58790,191,https://www.imdb.com/title/tt2083383/reviews/_ajax?ref_=undefined&paginationKey=,731,trouble with the curve,tt2083383,"A daughter tries to remedy her dysfunctional relationship with her ailing father, a decorated baseball scout, by helping him in a recruiting trip which could be his last."
732,54,Bhaag Milkha Bhaag,2013,Not Rated,3h 6min,Biography; Drama; Sport; ,12 July 2013 (USA),8.2,58777,194,https://www.imdb.com/title/tt2356180/reviews/_ajax?ref_=undefined&paginationKey=,732,bhaag milkha bhaag,tt2356180,"The truth behind the ascension of Milkha Singh, who was scarred by of the India-Pakistan partition."
733,55,Wimbledon,2004,PG-13,1h 38min,Comedy; Romance; Sport; ,17 September 2004 (USA),6.3,58729,181,https://www.imdb.com/title/tt0360201/reviews/_ajax?ref_=undefined&paginationKey=,733,wimbledon,tt0360201,"A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon."
